pl_name,pl_rade,pl_masse,pl_radj,pl_massj,st_dist,pl_disc,pl_telescope,pl_eqt
PH1 b,6.180,169.00000,0.551,0.53100,1000.00,2012,0.95 m Kepler Telescope,481
PH2 b,10.120,,0.903,,,2013,0.95 m Kepler Telescope,281
POTS-1 b,10.548,734.16000,0.941,2.31000,1200.00,2013,2.2 m MPG/ESO Telescope,
PSR B1257+12 b,,0.02000,,0.00006,600.00,1994,305 m Arecibo Radio Telescope,
PSR B1257+12 c,,4.30000,,0.01353,600.00,1992,305 m Arecibo Radio Telescope,
PSR B1257+12 d,,3.90000,,0.01227,600.00,1992,305 m Arecibo Radio Telescope,
PSR B1620-26 b,,794.57500,,2.50000,,2003,2.4 m Hubble Space Telescope,
PSR J1719-1438 b,,382.80000,,1.20000,1200.00,2011,64 m Parkes Radio Telescope,
Pr0201 b,,,,,,2012,1.5 m Tillinghast Reflector Telescope,
Pr0211 b,,,,,,2012,1.5 m Tillinghast Reflector Telescope,
Qatar-1 b,12.733,405.23325,1.136,1.27500,,2010,Canon 400mm f/2.8L,
Qatar-2 b,14.056,792.63500,1.254,2.49400,,2011,Canon 400mm f/2.8L,1344
ROXs 12 b,,5085.00000,,16.00000,120.00,2013,10 m Keck II Telescope,
ROXs 42 B b,,2860.00000,,9.00000,135.00,2013,Multiple Telescopes,1975
RR Cae b,,,,,,2012,2.15 m Jorge Sahade Telescope,
Ross 458 c,13.675,1997.59000,1.220,6.28536,11.43,2010,6.5 m Magellan I Baade Telescope,
SR 12 AB c,,4131.62000,,13.00000,,2010,1.4 m IRSF Telescope,
SWEEPS-11 b,12.666,3082.82000,1.130,9.70000,8500.00,2006,2.4 m Hubble Space Telescope,
SWEEPS-4 b,9.079,1207.70000,0.810,3.80000,8500.00,2006,2.4 m Hubble Space Telescope,
TYC 1422-614-1 b,,,,,759.00,2014,Multiple Telescopes,
TYC 1422-614-1 c,,,,,759.00,2014,Multiple Telescopes,
TrES-1 b,11.960,238.99800,1.067,0.75200,150.00,2004,0.10 m Schmidt Telescope,1140
TrES-2 b,13.978,380.44251,1.247,1.19700,213.00,2006,0.10 m Schmidt Telescope,1470
TrES-3 b,14.975,607.03000,1.336,1.91000,228.00,2007,0.10 m Schmidt Telescope,
TrES-4 b,20.165,292.07300,1.799,0.91900,492.00,2007,0.10 m Schmidt Telescope,
TrES-5 b,13.384,568.91570,1.194,1.79000,360.00,2011,0.10 m Schmidt Telescope,1480
USco CTIO 108 b,,4449.62000,,14.00000,,2008,4.20 m William Herschel Telescope,
UZ For b,,2002.20000,,6.30000,,2011,Multiple Telescopes,
UZ For c,,2447.20000,,7.70000,,2011,Multiple Telescopes,
V0391 Peg b,,,,,1400.00,2007,Multiple Telescopes,
VHS J125601.92-125723.9 b,,3559.69600,,11.20000,12.70,2015,4 m ESO Vista Telescope,
WASP-1 b,16.623,271.41500,1.483,0.85400,408.00,2007,Canon 200mm f/1.8L,
WASP-10 b,12.106,1001.12000,1.080,3.15000,90.00,2008,Canon 200mm f/1.8L,1370
WASP-100 b,18.940,645.17000,1.690,2.03000,,2014,Canon 200mm f/1.8L,2190
WASP-101 b,15.800,158.91000,1.410,0.50000,,2014,Canon 200mm f/1.8L,1560
WASP-103 b,17.127,473.54700,1.528,1.49000,470.00,2014,Canon 200mm f/1.8L,2508
WASP-104 b,12.745,404.26300,1.137,1.27200,143.00,2014,Canon 200mm f/1.8L,1516
WASP-106 b,12.162,611.79700,1.085,1.92500,283.00,2014,Canon 200mm f/1.8L,1140
WASP-11 b,11.265,154.77700,1.005,0.48700,121.70,2008,Canon 200mm f/1.8L,
WASP-117 b,11.444,87.55850,1.021,0.27550,,2014,Canon 200mm f/1.8L,1001
WASP-12 b,20.100,448.00000,1.790,1.41000,,2008,Canon 200mm f/1.8L,
WASP-13 b,15.569,151.59900,1.389,0.47700,155.00,2009,Canon 200mm f/1.8L,
WASP-14 b,14.360,2333.00000,1.281,7.34100,160.00,2008,Canon 200mm f/1.8L,
WASP-15 b,16.010,172.00000,1.428,0.54200,,2009,Canon 200mm f/1.8L,
WASP-16 b,11.300,272.00000,1.008,0.85500,,2009,Canon 200mm f/1.8L,
WASP-17 b,19.500,156.00000,1.740,0.49000,400.00,2009,Canon 200mm f/1.8L,
WASP-18 b,13.059,3314.83000,1.165,10.43000,105.49,2009,Canon 200mm f/1.8L,
WASP-19 b,15.536,371.21000,1.386,1.16800,250.00,2009,Canon 200mm f/1.8L,2050
WASP-2 b,12.005,290.80200,1.071,0.91500,166.00,2007,Canon 200mm f/1.8L,1304
WASP-20 b,16.388,98.84100,1.462,0.31100,210.00,2015,Canon 200mm f/1.8L,1379
WASP-21 b,11.990,95.34500,1.070,0.30000,242.00,2010,Canon 200mm f/1.8L,
WASP-22 b,12.980,186.87600,1.158,0.58800,300.00,2010,Canon 200mm f/1.8L,
WASP-23 b,10.783,280.95000,0.962,0.88400,,2010,Canon 200mm f/1.8L,
WASP-24 b,14.571,340.38200,1.300,1.07100,,2010,Canon 200mm f/1.8L,
WASP-25 b,13.675,184.33400,1.220,0.58000,,2010,Canon 200mm f/1.8L,
WASP-26 b,14.359,326.71500,1.281,1.02800,250.00,2010,Canon 200mm f/1.8L,
WASP-28 b,13.597,288.26000,1.213,0.90700,410.00,2014,Canon 200mm f/1.8L,1468
WASP-29 b,8.878,77.54700,0.792,0.24400,70.00,2010,Canon 200mm f/1.8L,
WASP-3 b,14.500,559.35700,1.290,1.76000,220.00,2007,Canon 200mm f/1.8L,
WASP-31 b,17.363,151.91600,1.549,0.47800,360.00,2010,Canon 200mm f/1.8L,
WASP-32 b,13.227,1144.14000,1.180,3.60000,,2010,Canon 200mm f/1.8L,
WASP-33 b,16.780,1303.00000,1.497,4.10000,116.14,2010,Canon 200mm f/1.8L,
WASP-34 b,13.675,187.51000,1.220,0.59000,120.00,2010,Canon 200mm f/1.8L,1250
WASP-35 b,14.796,228.82800,1.320,0.72000,,2011,Canon 200mm f/1.8L,
WASP-36 b,14.359,731.93200,1.281,2.30300,450.00,2011,Canon 200mm f/1.8L,
WASP-37 b,13.002,572.07000,1.160,1.80000,343.00,2010,Canon 200mm f/1.8L,
WASP-38 b,12.263,855.24500,1.094,2.69100,110.00,2010,Canon 200mm f/1.8L,
WASP-39 b,14.235,88.98900,1.270,0.28000,230.00,2011,Canon 200mm f/1.8L,
WASP-4 b,14.908,386.48128,1.330,1.21600,300.00,2007,Canon 200mm f/1.8L,1664
WASP-41 b,13.227,298.76020,1.180,0.94000,180.00,2012,Canon 200mm f/1.8L,1244
WASP-41 c,,,,,180.00,2015,1.2 m Leonhard Euler Telescope,241
WASP-42 b,12.106,158.90800,1.080,0.50000,160.00,2012,Canon 200mm f/1.8L,
WASP-43 b,10.424,565.71400,0.930,1.78000,80.00,2011,Canon 200mm f/1.8L,
WASP-44 b,12.778,282.53900,1.140,0.88900,,2011,Canon 200mm f/1.8L,
WASP-45 b,13.002,320.04100,1.160,1.00700,,2011,Canon 200mm f/1.8L,
WASP-46 b,14.684,667.73300,1.310,2.10100,,2011,Canon 200mm f/1.8L,
WASP-47 b,12.770,341.00000,1.139,1.07290,200.00,2012,Canon 200mm f/1.8L,
WASP-47 c,,,,,200.00,2015,1.2 m Leonhard Euler Telescope,247
WASP-47 d,3.630,15.20000,0.324,0.04782,200.00,2015,0.95 m Kepler Telescope,
WASP-47 e,1.829,22.00000,0.163,0.06922,200.00,2015,0.95 m Kepler Telescope,
WASP-48 b,15.650,288.00000,1.396,0.90700,,2011,Canon 200mm f/1.8L,1956
WASP-49 b,12.498,120.13500,1.115,0.37800,170.00,2012,Canon 200mm f/1.8L,
WASP-5 b,12.184,502.15000,1.087,1.58000,300.00,2008,Canon 200mm f/1.8L,1706
WASP-50 b,12.924,466.55500,1.153,1.46800,230.00,2011,Canon 200mm f/1.8L,
WASP-52 b,14.240,146.20000,1.270,0.46000,140.00,2012,Canon 200mm f/1.8L,1315
WASP-54 b,18.528,202.13100,1.653,0.63600,200.00,2012,Canon 200mm f/1.8L,1759
WASP-55 b,14.572,181.15500,1.300,0.57000,330.00,2012,Canon 200mm f/1.8L,
WASP-56 b,12.240,181.47300,1.092,0.57100,255.00,2012,Canon 200mm f/1.8L,1216
WASP-57 b,11.769,204.68252,1.050,0.64400,455.00,2012,Canon 200mm f/1.8L,1338
WASP-58 b,15.360,282.86000,1.370,0.89000,300.00,2012,Canon 200mm f/1.8L,1270
WASP-59 b,8.687,274.27600,0.775,0.86300,125.00,2012,Canon 200mm f/1.8L,670
WASP-6 b,13.787,154.14755,1.230,0.48500,,2009,Canon 200mm f/1.8L,1184
WASP-60 b,9.640,163.35800,0.860,0.51400,400.00,2012,Canon 200mm f/1.8L,1320
WASP-61 b,13.899,654.70200,1.240,2.06000,480.00,2012,Canon 200mm f/1.8L,
WASP-62 b,15.581,181.15500,1.390,0.57000,160.00,2012,Canon 200mm f/1.8L,
WASP-63 b,16.029,120.77000,1.430,0.38000,330.00,2012,Canon 200mm f/1.8L,
WASP-64 b,14.247,403.94500,1.271,1.27100,350.00,2012,Canon 200mm f/1.8L,1689
WASP-65 b,12.464,492.62000,1.112,1.55000,310.00,2013,Canon 200mm f/1.8L,1480
WASP-66 b,15.581,737.33500,1.390,2.32000,380.00,2012,Canon 200mm f/1.8L,
WASP-67 b,15.693,133.48300,1.400,0.42000,225.00,2012,Canon 200mm f/1.8L,
WASP-68 b,13.900,301.93000,1.240,0.95000,,2014,Canon 200mm f/1.8L,1490
WASP-69 b,9.113,82.63200,1.057,0.26000,50.00,2014,Canon 200mm f/1.8L,963
WASP-7 b,14.908,305.10400,1.330,0.96000,140.00,2008,Canon 200mm f/1.8L,
WASP-70 A b,13.047,187.51200,1.164,0.59000,245.00,2014,Canon 200mm f/1.8L,1387
WASP-71 b,16.370,712.54500,1.460,2.24200,345.00,2012,Canon 200mm f/1.8L,2049
WASP-72 b,14.240,491.37630,1.270,1.54610,340.00,2012,Canon 200mm f/1.8L,2210
WASP-73 b,13.002,597.50000,1.160,1.88000,,2014,Canon 200mm f/1.8L,1790
WASP-74 b,17.486,301.93850,1.560,0.95000,120.00,2015,Canon 200mm f/1.8L,1910
WASP-75 b,14.235,340.06000,1.270,1.07000,260.00,2013,Canon 200mm f/1.8L,1710
WASP-77 A b,13.560,559.36000,1.210,1.76000,93.00,2012,Canon 200mm f/1.8L,
WASP-78 b,19.055,282.85700,1.700,0.89000,550.00,2012,Canon 200mm f/1.8L,
WASP-79 b,23.430,286.03000,2.090,0.90000,240.00,2012,Canon 200mm f/1.8L,1900
WASP-8 b,11.635,713.18000,1.038,2.24400,87.00,2010,Canon 200mm f/1.8L,
WASP-8 c,,,,,87.00,2013,Canon 200mm f/1.8L,
WASP-80 b,11.198,170.99254,0.999,0.53800,60.00,2012,Canon 200mm f/1.8L,825
WASP-82 b,19.170,397.27000,1.710,1.25000,,2015,Canon 200mm f/1.8L,2200
WASP-83 b,11.657,95.34900,1.040,0.30000,300.00,2015,Canon 200mm f/1.8L,1120
WASP-84 b,10.559,220.56500,0.942,0.69400,125.00,2014,Canon 200mm f/1.8L,797
WASP-88 b,19.055,177.98000,1.700,0.56000,,2014,Canon 200mm f/1.8L,1772
WASP-89 b,11.657,1875.19700,1.040,5.90000,,2015,Canon 200mm f/1.8L,1120
WASP-94 A b,19.280,143.65300,1.720,0.45200,180.00,2014,Canon 200mm f/1.8L,1604
WASP-94 B b,,,,,180.00,2014,Canon 200mm f/1.8L,
WASP-95 b,13.560,359.13000,1.210,1.13000,,2014,Canon 200mm f/1.8L,1570
WASP-96 b,13.450,152.55000,1.200,0.48000,,2014,Canon 200mm f/1.8L,1285
WASP-97 b,12.670,419.52000,1.130,1.32000,,2014,Canon 200mm f/1.8L,1555
WASP-98 b,12.330,263.79000,1.100,0.83000,,2014,Canon 200mm f/1.8L,1180
WASP-99 b,12.330,883.53000,1.100,2.78000,,2014,Canon 200mm f/1.8L,1480
WD 0806-661 b,,2383.60000,,7.50000,19.20,2011,0.85 m Spitzer Space Telescope,323
WISEP J121756.91+162640.2 A b,10.468,6992.00000,0.934,22.00000,10.10,2012,10 m Keck II Telescope,450
WTS-1 b,16.700,1274.44000,1.490,4.01000,3200.00,2012,3.8 m United Kingdom Infrared Telescope,1500
WTS-2 b,15.278,355.96960,1.363,1.12000,1000.00,2014,3.8 m United Kingdom Infrared Telescope,2000
XO-1 b,13.563,292.39100,1.210,0.92000,172.00,2006,Canon 200mm f/1.8L,
XO-2 N b,11.422,189.73700,1.019,0.59700,145.50,2007,Canon 200mm f/1.8L,
XO-2 S b,,,,,148.00,2014,Canon 200mm f/1.8L,
XO-2 S c,,,,,148.00,2014,Canon 200mm f/1.8L,
XO-3 b,13.641,3747.06000,1.217,11.79000,174.00,2007,Canon 200mm f/1.8L,
XO-4 b,14.910,565.71000,1.330,1.78000,293.00,2008,Canon 200mm f/1.8L,
XO-5 b,12.780,378.20000,1.140,1.19000,260.00,2008,Canon 200mm f/1.8L,1230
alf Ari b,,,,,20.21,2010,1.8 m Telescope,
alf Tau b,,,,,20.43,2015,Multiple Telescopes,
bet Cnc b,,,,,89.05,2014,1.8 m Telescope,
bet Pic b,,,,,19.28,2008,8.2 m ESO VLT UT4 Yepun Telescope,
bet UMi b,,,,,38.78,2014,1.8 m Telescope,
eps CrB b,,,,,70.42,2012,1.8 m Telescope,
eps Eri b,,492.63650,,1.55000,3.21,2000,Multiple Telescopes,
eps Tau b,,,,,47.53,2006,1.88 m Telescope,
gam 1 Leo b,,,,,38.52,2009,1.8 m Telescope,
gam Cep b,,,,,13.79,2003,Multiple Telescopes,
kap And b,,4327.36000,,13.61600,52.03,2012,8.2 m Subaru Telescope,1900
kap CrB b,,635.66000,,2.00000,30.50,2007,3.0 m C. Donald Shane Telescope,
mu Leo b,,,,,40.78,2014,1.8 m Telescope,
nu Oph b,,,,,46.84,2012,1.88 m Telescope,
nu Oph c,,,,,46.84,2012,1.88 m Telescope,
ome Ser b,,,,,80.64,2013,1.88 m Telescope,
omi CrB b,,,,,84.03,2012,1.88 m Telescope,
omi UMa b,,,,,56.31,2012,1.88 m Telescope,
tau Boo b,,,,,15.60,1996,3.58 m Telescopio Nazionale Galileo,
tau Gem b,,,,,92.51,2013,0.6 m Coude Auxiliary Telescope,
ups And b,,,,,13.47,1996,3.0 m C. Donald Shane Telescope,
ups And c,,,,,13.47,1999,Multiple Telescopes,
ups And d,,,,,13.47,1999,Multiple Telescopes,
ups And e,,,,,13.47,2010,Multiple Telescopes,
xi Aql b,,,,,62.66,2007,1.88 m Telescope,
