pl_hostname,pl_name,pl_rade,pl_radj,pl_massj,pl_masse,pl_dens,pl_eqt,pl_telescope,pl_facility,pl_disc,pl_discmethod,pl_pnum,pl_orbper,st_dist,st_optmag,st_teff,st_mass,st_rad,hip_name,hd_name,st_age,ra,dec,pl_pelink,pl_edelink,rowupdate
HD 44219,HD 44219 b,,,,,,,3.6 m ESO Telescope,La Silla Observatory,2010,Radial Velocity,1,472.30000000,50.40,7.690,5752.00,1.00,1.32,HIP 30114,HD 44219,,95.059677,-10.725009,http://exoplanet.eu/catalog/hd_44219_b/,http://exoplanets.org/detail/HD_44219_b,2015-01-22
HD 45350,HD 45350 b,,,,,,,10 m Keck I Telescope,W. M. Keck Observatory,2004,Radial Velocity,1,963.60000000,48.95,7.885,5616.00,1.02,,HIP 30860,HD 45350,8.000,97.190460,38.962963,http://exoplanet.eu/catalog/hd_45350_b/,http://exoplanets.org/detail/HD_45350_b,2014-09-18
HD 45364,HD 45364 b,,,,,,,3.6 m ESO Telescope,La Silla Observatory,2008,Radial Velocity,2,226.93000000,32.58,8.062,,,,HIP 30579,HD 45364,,96.410316,-31.480953,http://exoplanet.eu/catalog/hd_45364_b/,http://exoplanets.org/detail/HD_45364_b,2014-05-14
HD 45364,HD 45364 c,,,,,,,3.6 m ESO Telescope,La Silla Observatory,2008,Radial Velocity,2,342.85000000,32.58,8.062,,,,HIP 30579,HD 45364,,96.410316,-31.480953,http://exoplanet.eu/catalog/hd_45364_c/,http://exoplanets.org/detail/HD_45364_c,2014-05-14
HD 45652,HD 45652 b,,,,,,,1.93 m Telescope,Haute-Provence Observatory,2008,Radial Velocity,1,43.60000000,36.14,8.127,5312.00,0.83,,HIP 30905,HD 45652,12.000,97.304962,10.933891,http://exoplanet.eu/catalog/hd_45652_b/,http://exoplanets.org/detail/HD_45652_b,2015-03-26
HD 46375,HD 46375 b,,,,,,,10 m Keck I Telescope,W. M. Keck Observatory,2000,Radial Velocity,1,3.02357300,33.41,7.912,5285.00,0.92,,HIP 31246,HD 46375,,98.302597,5.462925,http://exoplanet.eu/catalog/hd_46375_b/,http://exoplanets.org/detail/HD_46375_b,2014-07-23
HD 47186,HD 47186 b,,,,,,,3.6 m ESO Telescope,La Silla Observatory,2008,Radial Velocity,2,4.08450000,37.84,7.626,5675.00,0.99,,HIP 31540,HD 47186,,99.036613,-27.622297,http://exoplanet.eu/catalog/hd_47186_b/,http://exoplanets.org/detail/HD_47186_b,2015-03-26
HD 47186,HD 47186 c,,,,,,,3.6 m ESO Telescope,La Silla Observatory,2008,Radial Velocity,2,1353.60000000,37.84,7.626,5675.00,0.99,,HIP 31540,HD 47186,,99.036613,-27.622297,http://exoplanet.eu/catalog/hd_47186_c/,http://exoplanets.org/detail/HD_47186_c,2015-03-26
HD 4732,HD 4732 b,,,,,,,Multiple Telescopes,Multiple Observatories,2012,Radial Velocity,2,360.20000000,56.50,5.890,4959.00,1.74,5.40,HIP 3834,HD 4732,,12.308117,-24.136671,,http://exoplanets.org/detail/HD_4732_b,2014-05-14
HD 4732,HD 4732 c,,,,,,,Multiple Telescopes,Multiple Observatories,2012,Radial Velocity,2,2732.00000000,56.50,5.890,4959.00,1.74,5.40,HIP 3834,HD 4732,,12.308117,-24.136671,,http://exoplanets.org/detail/HD_4732_c,2014-05-14
HD 47536,HD 47536 b,,,,,,,1.52 m ESO Telescope,La Silla Observatory,2002,Radial Velocity,1,712.13000000,121.36,5.250,4424.00,0.91,22.39,HIP 31688,HD 47536,10.150,99.448410,-32.339733,http://exoplanet.eu/catalog/hd_47536_b/,,2015-03-26
HD 48265,HD 48265 b,,,,,,,6.5 m Magellan II Clay Telescope,Las Campanas Observatory,2008,Radial Velocity,1,762.00000000,87.41,8.050,5789.00,1.22,1.82,HIP 31895,HD 48265,4.560,100.007195,-48.541954,http://exoplanet.eu/catalog/hd_48265_b/,http://exoplanets.org/detail/HD_48265_b,2015-03-26
HD 49674,HD 49674 b,,,,,,,10 m Keck I Telescope,W. M. Keck Observatory,2002,Radial Velocity,1,4.94737000,40.73,,,,,HIP 32916,HD 49674,,102.877151,40.867756,http://exoplanet.eu/catalog/hd_49674_b/,http://exoplanets.org/detail/HD_49674_b,2014-07-23
HD 50499,HD 50499 b,,,,,,,10 m Keck I Telescope,W. M. Keck Observatory,2005,Radial Velocity,1,2482.70000000,47.26,7.195,,1.24,,HIP 32970,HD 50499,6.000,103.008438,-33.915562,http://exoplanet.eu/catalog/hd_50499_b/,http://exoplanets.org/detail/HD_50499_b,2014-12-17
HD 50554,HD 50554 b,,,,,,,0.6 m Coude Auxiliary Telescope,Lick Observatory,2002,Radial Velocity,1,1293.00000000,31.03,6.840,5987.00,1.04,1.02,HIP 33212,HD 50554,2.160,103.678436,24.245558,http://exoplanet.eu/catalog/hd_50554_b/,http://exoplanets.org/detail/HD_50554_b,2014-11-19
HD 52265,HD 52265 b,,,,,,405,10 m Keck I Telescope,W. M. Keck Observatory,2000,Radial Velocity,1,119.60000000,28.07,6.300,6060.00,1.18,1.10,HIP 33719,HD 52265,3.500,105.075150,-5.367162,http://exoplanet.eu/catalog/hd_52265_b/,http://exoplanets.org/detail/HD_52265_b,2015-03-26
HD 5319,HD 5319 b,,,,,,,10 m Keck I Telescope,W. M. Keck Observatory,2007,Radial Velocity,2,641.00000000,114.00,8.050,4958.00,1.51,3.85,HIP 4297,HD 5319,3.100,13.755836,0.789553,http://exoplanet.eu/catalog/hd_5319_b/,http://exoplanets.org/detail/HD_5319_b,2014-12-03
HD 5319,HD 5319 c,,,,,,,10 m Keck I Telescope,W. M. Keck Observatory,2014,Radial Velocity,2,886.00000000,114.00,8.050,4958.00,1.51,3.85,HIP 4297,HD 5319,3.100,13.755836,0.789553,,,2014-12-03
HD 5608,HD 5608 b,,,,,,,1.88 m Telescope,Okayama Astrophysical Observatory,2012,Radial Velocity,1,792.60000000,58.17,5.980,4854.00,1.55,5.50,HIP 4552,HD 5608,,14.559246,33.950886,http://exoplanet.eu/catalog/hd_5608_b/,http://exoplanets.org/detail/HD_5608_b,2015-09-03
HD 564,HD 564 b,,,,,,,3.6 m ESO Telescope,La Silla Observatory,2014,Radial Velocity,1,492.30000000,53.60,8.290,5902.00,0.96,1.01,HIP 801,HD 564,5.500,2.470091,-50.267822,,,2015-01-08
HD 5891,HD 5891 b,,,,,,,10 m Keck I Telescope,W. M. Keck Observatory,2011,Radial Velocity,1,177.11000000,150.60,8.114,,,,HIP 4715,HD 5891,,15.138300,20.292484,http://exoplanet.eu/catalog/hd_5891_b/,http://exoplanets.org/detail/HD_5891_b,2014-05-14
HD 60532,HD 60532 b,,,,,,,3.6 m ESO Telescope,La Silla Observatory,2008,Radial Velocity,2,201.30000000,25.70,4.450,6095.00,1.44,,HIP 36795,HD 60532,2.700,113.513252,-22.296066,http://exoplanet.eu/catalog/hd_60532_b/,http://exoplanets.org/detail/HD_60532_b,2014-05-14
HD 60532,HD 60532 c,,,,,,,3.6 m ESO Telescope,La Silla Observatory,2008,Radial Velocity,2,604.00000000,25.70,4.450,6095.00,1.44,,HIP 36795,HD 60532,2.700,113.513252,-22.296066,http://exoplanet.eu/catalog/hd_60532_c/,http://exoplanets.org/detail/HD_60532_c,2014-05-14
HD 62509,HD 62509 b,,,,,,,Multiple Telescopes,Multiple Observatories,2006,Radial Velocity,1,589.64000000,10.34,1.140,4946.00,2.10,8.31,HIP 37826,HD 62509,0.980,116.328957,28.026199,http://exoplanet.eu/catalog/hd_62509_b/,http://exoplanets.org/detail/beta_Gem_b,2015-03-26
HD 63454,HD 63454 b,12.310,1.098,,,,,3.6 m ESO Telescope,La Silla Observatory,2005,Radial Velocity,1,2.81804900,35.80,9.370,4840.00,0.84,1.05,HIP 37284,HD 63454,,114.841049,-78.278969,http://exoplanet.eu/catalog/hd_63454_b/,http://exoplanets.org/detail/HD_63454_b,2015-03-26
HD 63765,HD 63765 b,,,,,,,3.6 m ESO Telescope,La Silla Observatory,2009,Radial Velocity,1,358.00000000,32.62,8.104,,,,HIP 38041,HD 63765,,116.957161,-54.264145,http://exoplanet.eu/catalog/hd_63765_b/,http://exoplanets.org/detail/HD_63765_b,2014-05-14
